timestamp,tag,value,unit,quality,alarm_state
2026-08-18T08:26:00,LT-102,35.541,%,GOOD,NORMAL
2026-08-18T08:26:00,PT-101,3.211,bar,GOOD,NORMAL
2026-08-18T08:26:00,FT-101,48.505,m3/h,GOOD,NORMAL
2026-08-18T08:26:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:26:00,FV-101_POS,75.87,%,GOOD,NORMAL
2026-08-18T08:27:00,LT-101,56.525,%,GOOD,NORMAL
2026-08-18T08:27:00,LT-102,35.561,%,GOOD,NORMAL
2026-08-18T08:27:00,PT-101,3.242,bar,GOOD,NORMAL
2026-08-18T08:27:00,FT-101,47.707,m3/h,GOOD,NORMAL
2026-08-18T08:27:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:27:00,FV-101_POS,75.364,%,GOOD,NORMAL
2026-08-18T08:28:00,LT-101,56.379,%,GOOD,NORMAL
2026-08-18T08:28:00,LT-102,35.459,%,GOOD,NORMAL
2026-08-18T08:28:00,PT-101,3.219,bar,GOOD,NORMAL
2026-08-18T08:28:00,FT-101,48.386,m3/h,GOOD,NORMAL
2026-08-18T08:28:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:28:00,FV-101_POS,76.353,%,GOOD,NORMAL
2026-08-18T08:29:00,LT-101,56.499,%,GOOD,NORMAL
2026-08-18T08:29:00,LT-102,35.351,%,GOOD,NORMAL
2026-08-18T08:29:00,PT-101,3.133,bar,GOOD,NORMAL
2026-08-18T08:29:00,FT-101,47.718,m3/h,GOOD,NORMAL
2026-08-18T08:29:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:29:00,FV-101_POS,75.268,%,GOOD,NORMAL
2026-08-18T08:30:00,LT-101,60.055,%,GOOD,NORMAL
2026-08-18T08:30:00,LT-102,35.901,%,GOOD,NORMAL
2026-08-18T08:30:00,PT-101,0.448,bar,GOOD,LOLO
2026-08-18T08:30:00,FT-101,0.0,m3/h,GOOD,LOLO
2026-08-18T08:30:00,P-101_STATUS,0.0,state,GOOD,LO
2026-08-18T08:30:00,FV-101_POS,19.124,%,GOOD,LOLO
2026-08-18T08:31:00,LT-101,59.828,%,GOOD,NORMAL
2026-08-18T08:31:00,LT-102,35.943,%,GOOD,NORMAL
2026-08-18T08:31:00,PT-101,0.381,bar,GOOD,LOLO
2026-08-18T08:31:00,FT-101,0.0,m3/h,GOOD,LOLO
2026-08-18T08:31:00,P-101_STATUS,0.0,state,GOOD,LO
2026-08-18T08:31:00,FV-101_POS,20.052,%,GOOD,LO
2026-08-18T08:32:00,LT-101,59.88,%,GOOD,NORMAL
2026-08-18T08:32:00,LT-102,36.271,%,GOOD,NORMAL
2026-08-18T08:32:00,PT-101,0.393,bar,GOOD,LOLO
2026-08-18T08:32:00,FT-101,0.463,m3/h,GOOD,LOLO
2026-08-18T08:32:00,P-101_STATUS,0.0,state,GOOD,LO
2026-08-18T08:32:00,FV-101_POS,22.577,%,GOOD,LO
2026-08-18T08:33:00,LT-101,59.489,%,GOOD,NORMAL
2026-08-18T08:33:00,LT-102,36.527,%,GOOD,NORMAL
2026-08-18T08:33:00,PT-101,0.357,bar,GOOD,LOLO
2026-08-18T08:33:00,FT-101,0.217,m3/h,GOOD,LOLO
2026-08-18T08:33:00,P-101_STATUS,0.0,state,GOOD,LO
2026-08-18T08:33:00,FV-101_POS,22.522,%,GOOD,LO
2026-08-18T08:34:00,LT-101,59.444,%,GOOD,NORMAL
2026-08-18T08:34:00,LT-102,36.848,%,GOOD,NORMAL
2026-08-18T08:34:00,PT-101,0.396,bar,GOOD,LOLO
2026-08-18T08:34:00,FT-101,0.0,m3/h,GOOD,LOLO
2026-08-18T08:34:00,P-101_STATUS,0.0,state,GOOD,LO
2026-08-18T08:34:00,FV-101_POS,25.616,%,GOOD,LO
2026-08-18T08:35:00,LT-101,59.198,%,GOOD,NORMAL
2026-08-18T08:35:00,LT-102,37.071,%,GOOD,NORMAL
2026-08-18T08:35:00,PT-101,0.421,bar,GOOD,LOLO
2026-08-18T08:35:00,FT-101,0.479,m3/h,GOOD,LOLO
2026-08-18T08:35:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:35:00,FV-101_POS,28.539,%,GOOD,LO
2026-08-18T08:36:00,LT-101,58.723,%,GOOD,NORMAL
2026-08-18T08:36:00,LT-102,37.166,%,GOOD,NORMAL
2026-08-18T08:36:00,PT-101,0.459,bar,GOOD,LOLO
2026-08-18T08:36:00,FT-101,0.864,m3/h,GOOD,LOLO
2026-08-18T08:36:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:36:00,FV-101_POS,29.517,%,GOOD,LO
2026-08-18T08:37:00,LT-101,58.761,%,GOOD,NORMAL
2026-08-18T08:37:00,LT-102,37.116,%,GOOD,NORMAL
2026-08-18T08:37:00,PT-101,0.684,bar,GOOD,LOLO
2026-08-18T08:37:00,FT-101,4.199,m3/h,GOOD,LOLO
2026-08-18T08:37:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:37:00,FV-101_POS,31.577,%,GOOD,LO
2026-08-18T08:38:00,LT-101,58.474,%,GOOD,NORMAL
2026-08-18T08:38:00,LT-102,37.45,%,GOOD,NORMAL
2026-08-18T08:38:00,PT-101,0.644,bar,GOOD,LOLO
2026-08-18T08:38:00,FT-101,5.72,m3/h,GOOD,LOLO
2026-08-18T08:38:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:38:00,FV-101_POS,33.109,%,GOOD,LO
2026-08-18T08:39:00,LT-101,58.422,%,GOOD,NORMAL
2026-08-18T08:39:00,LT-102,37.808,%,GOOD,NORMAL
2026-08-18T08:39:00,PT-101,0.819,bar,GOOD,LOLO
2026-08-18T08:39:00,FT-101,8.543,m3/h,GOOD,LOLO
2026-08-18T08:39:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:39:00,FV-101_POS,36.403,%,GOOD,LO
2026-08-18T08:40:00,LT-101,58.181,%,GOOD,NORMAL
2026-08-18T08:40:00,LT-102,38.176,%,GOOD,NORMAL
2026-08-18T08:40:00,PT-101,0.91,bar,GOOD,LOLO
2026-08-18T08:40:00,FT-101,9.748,m3/h,GOOD,LOLO
2026-08-18T08:40:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:40:00,FV-101_POS,37.444,%,GOOD,LO
2026-08-18T08:41:00,LT-101,58.202,%,GOOD,NORMAL
2026-08-18T08:41:00,LT-102,38.234,%,GOOD,NORMAL
2026-08-18T08:41:00,PT-101,1.082,bar,GOOD,LOLO
2026-08-18T08:41:00,FT-101,12.332,m3/h,GOOD,LOLO
2026-08-18T08:41:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:41:00,FV-101_POS,39.238,%,GOOD,LO
2026-08-18T08:42:00,LT-101,57.989,%,GOOD,NORMAL
2026-08-18T08:42:00,LT-102,38.419,%,GOOD,NORMAL
2026-08-18T08:42:00,PT-101,1.24,bar,GOOD,LOLO
2026-08-18T08:42:00,FT-101,14.396,m3/h,GOOD,LOLO
2026-08-18T08:42:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:42:00,FV-101_POS,41.054,%,GOOD,LO
2026-08-18T08:43:00,LT-101,58.004,%,GOOD,NORMAL
2026-08-18T08:43:00,LT-102,38.807,%,GOOD,NORMAL
2026-08-18T08:43:00,PT-101,1.353,bar,GOOD,LOLO
2026-08-18T08:43:00,FT-101,14.578,m3/h,GOOD,LOLO
2026-08-18T08:43:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:43:00,FV-101_POS,43.931,%,GOOD,LO
2026-08-18T08:44:00,LT-101,57.614,%,GOOD,NORMAL
2026-08-18T08:44:00,LT-102,38.909,%,GOOD,NORMAL
2026-08-18T08:44:00,PT-101,1.467,bar,GOOD,LOLO
2026-08-18T08:44:00,FT-101,16.629,m3/h,GOOD,LOLO
2026-08-18T08:44:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:44:00,FV-101_POS,45.8,%,GOOD,LO
2026-08-18T08:45:00,LT-101,57.526,%,GOOD,NORMAL
2026-08-18T08:45:00,LT-102,39.071,%,GOOD,NORMAL
2026-08-18T08:45:00,PT-101,1.506,bar,GOOD,LOLO
2026-08-18T08:45:00,FT-101,19.921,m3/h,GOOD,LOLO
2026-08-18T08:45:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:45:00,FV-101_POS,47.086,%,GOOD,LO
2026-08-18T08:46:00,LT-101,57.193,%,GOOD,NORMAL
2026-08-18T08:46:00,LT-102,39.211,%,GOOD,NORMAL
2026-08-18T08:46:00,PT-101,1.747,bar,GOOD,LOLO
2026-08-18T08:46:00,FT-101,21.858,m3/h,GOOD,LOLO
2026-08-18T08:46:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:46:00,FV-101_POS,49.209,%,GOOD,LO
2026-08-18T08:47:00,LT-101,57.196,%,GOOD,NORMAL
2026-08-18T08:47:00,LT-102,39.557,%,GOOD,NORMAL
2026-08-18T08:47:00,PT-101,1.849,bar,GOOD,LO
2026-08-18T08:47:00,FT-101,23.544,m3/h,GOOD,LOLO
2026-08-18T08:47:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:47:00,FV-101_POS,50.028,%,GOOD,LO
2026-08-18T08:48:00,LT-101,57.145,%,GOOD,NORMAL
2026-08-18T08:48:00,LT-102,39.502,%,GOOD,NORMAL
2026-08-18T08:48:00,PT-101,1.928,bar,GOOD,LO
2026-08-18T08:48:00,FT-101,25.313,m3/h,GOOD,LOLO
2026-08-18T08:48:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:48:00,FV-101_POS,53.832,%,GOOD,LO
2026-08-18T08:49:00,LT-101,56.926,%,GOOD,NORMAL
2026-08-18T08:49:00,LT-102,39.504,%,GOOD,NORMAL
2026-08-18T08:49:00,PT-101,1.952,bar,GOOD,LO
2026-08-18T08:49:00,FT-101,26.563,m3/h,GOOD,LOLO
2026-08-18T08:49:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:49:00,FV-101_POS,54.121,%,GOOD,LO
2026-08-18T08:50:00,LT-101,56.626,%,GOOD,NORMAL
2026-08-18T08:50:00,LT-102,39.973,%,GOOD,NORMAL
2026-08-18T08:50:00,PT-101,2.12,bar,GOOD,LO
2026-08-18T08:50:00,FT-101,27.301,m3/h,GOOD,LOLO
2026-08-18T08:50:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:50:00,FV-101_POS,55.632,%,GOOD,LO
2026-08-18T08:51:00,LT-101,56.528,%,GOOD,NORMAL
2026-08-18T08:51:00,LT-102,40.169,%,GOOD,NORMAL
2026-08-18T08:51:00,PT-101,2.183,bar,GOOD,LO
2026-08-18T08:51:00,FT-101,30.312,m3/h,GOOD,LO
2026-08-18T08:51:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:51:00,FV-101_POS,58.407,%,GOOD,LO
2026-08-18T08:52:00,LT-101,56.337,%,GOOD,NORMAL
2026-08-18T08:52:00,LT-102,40.668,%,GOOD,NORMAL
2026-08-18T08:52:00,PT-101,2.341,bar,GOOD,LO
2026-08-18T08:52:00,FT-101,32.561,m3/h,GOOD,LO
2026-08-18T08:52:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:52:00,FV-101_POS,60.674,%,GOOD,LO
2026-08-18T08:53:00,LT-101,56.256,%,GOOD,NORMAL
2026-08-18T08:53:00,LT-102,40.783,%,GOOD,NORMAL
2026-08-18T08:53:00,PT-101,2.356,bar,GOOD,LO
2026-08-18T08:53:00,FT-101,35.47,m3/h,GOOD,LO
2026-08-18T08:53:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:53:00,FV-101_POS,63.504,%,GOOD,LO
2026-08-18T08:54:00,LT-101,56.396,%,GOOD,NORMAL
2026-08-18T08:54:00,LT-102,40.773,%,GOOD,NORMAL
2026-08-18T08:54:00,PT-101,2.55,bar,GOOD,LO
2026-08-18T08:54:00,FT-101,35.243,m3/h,GOOD,LO
2026-08-18T08:54:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:54:00,FV-101_POS,64.626,%,GOOD,LO
2026-08-18T08:55:00,LT-101,55.842,%,GOOD,NORMAL
2026-08-18T08:55:00,LT-102,40.844,%,GOOD,NORMAL
2026-08-18T08:55:00,PT-101,2.729,bar,GOOD,NORMAL
2026-08-18T08:55:00,FT-101,38.227,m3/h,GOOD,LO
2026-08-18T08:55:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:55:00,FV-101_POS,65.581,%,GOOD,NORMAL
2026-08-18T08:56:00,LT-101,55.809,%,GOOD,NORMAL
2026-08-18T08:56:00,LT-102,41.353,%,GOOD,NORMAL
2026-08-18T08:56:00,PT-101,2.707,bar,GOOD,NORMAL
2026-08-18T08:56:00,FT-101,40.456,m3/h,GOOD,LO
2026-08-18T08:56:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:56:00,FV-101_POS,67.147,%,GOOD,NORMAL
2026-08-18T08:57:00,LT-101,55.459,%,GOOD,NORMAL
2026-08-18T08:57:00,LT-102,41.299,%,GOOD,NORMAL
2026-08-18T08:57:00,PT-101,2.901,bar,GOOD,NORMAL
2026-08-18T08:57:00,FT-101,42.213,m3/h,GOOD,NORMAL
2026-08-18T08:57:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:57:00,FV-101_POS,70.378,%,GOOD,NORMAL
2026-08-18T08:58:00,LT-101,55.605,%,GOOD,NORMAL
2026-08-18T08:58:00,LT-102,41.603,%,GOOD,NORMAL
2026-08-18T08:58:00,PT-101,3.101,bar,GOOD,NORMAL
2026-08-18T08:58:00,FT-101,43.366,m3/h,GOOD,NORMAL
2026-08-18T08:58:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:58:00,FV-101_POS,71.641,%,GOOD,NORMAL
2026-08-18T08:59:00,LT-101,55.371,%,GOOD,NORMAL
2026-08-18T08:59:00,LT-102,41.931,%,GOOD,NORMAL
2026-08-18T08:59:00,PT-101,3.142,bar,GOOD,NORMAL
2026-08-18T08:59:00,FT-101,45.808,m3/h,GOOD,NORMAL
2026-08-18T08:59:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T08:59:00,FV-101_POS,74.337,%,GOOD,NORMAL
2026-08-18T09:00:00,LT-101,55.003,%,GOOD,NORMAL
2026-08-18T09:00:00,LT-102,42.164,%,GOOD,NORMAL
2026-08-18T09:00:00,PT-101,3.268,bar,GOOD,NORMAL
2026-08-18T09:00:00,FT-101,48.516,m3/h,GOOD,NORMAL
2026-08-18T09:00:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T09:00:00,FV-101_POS,75.973,%,GOOD,NORMAL
2026-08-18T09:01:00,LT-101,55.165,%,GOOD,NORMAL
2026-08-18T09:01:00,LT-102,41.86,%,GOOD,NORMAL
2026-08-18T09:01:00,PT-101,3.256,bar,GOOD,NORMAL
2026-08-18T09:01:00,FT-101,48.386,m3/h,GOOD,NORMAL
2026-08-18T09:01:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T09:01:00,FV-101_POS,75.253,%,GOOD,NORMAL
2026-08-18T09:02:00,LT-101,55.118,%,GOOD,NORMAL
2026-08-18T09:02:00,LT-102,42.101,%,GOOD,NORMAL
2026-08-18T09:02:00,PT-101,3.161,bar,GOOD,NORMAL
2026-08-18T09:02:00,FT-101,47.89,m3/h,GOOD,NORMAL
2026-08-18T09:02:00,P-101_STATUS,1.0,state,GOOD,NORMAL
2026-08-18T09:02:00,FV-101_POS,76.052,%,GOOD,NORMAL
2026-08-18T09:03:00,LT-101,55.149,%,GOOD,NORMAL
2026-08-18T09:03:00,LT-102,41.973,%,GOOD,NORMAL
2026-08-18T09:03:00,PT-101,3.247,bar,GOOD,NORMAL
2026-08-18T09:03:00,FT-101,48.535,m3/h,GOOD,NORMAL
2026-08-18T09:03:00,P-101_STATUS,1.0,state,GOOD,NORMAL
